Task_ID,Duration,Start_Time,End_Time,Memory_Usage,Completion_Time
2328,2,17,19,93.2,2
1375,2,17,19,93.2,2
1937,2,17,19,93.2,2
1125,2,17,19,93.2,2
2233,2,17,19,93.2,2
1361,2,17,19,93.2,2
950,2,17,19,93.2,2
1081,2,17,19,93.2,2
880,2,17,19,93.2,2
1114,2,17,19,93.2,2
656,2,17,19,93.2,2
1191,2,17,19,93.2,2
222,2,17,19,93.2,2
1159,2,17,19,93.2,2
467,2,17,19,93.2,2
1758,2,17,19,93.2,2
138,2,17,19,93.2,2
242,2,17,19,93.2,2
211,3,17,20,93.2,3
3354,2,18,20,93.2,2
3840,2,18,20,93.2,2
1104,2,18,20,93.2,2
2468,2,18,20,93.2,2
2431,2,18,20,93.2,2
1262,2,18,20,93.2,2
3199,2,18,20,93.2,2
1222,2,18,20,93.2,2
1919,2,18,20,93.2,2
4510,2,18,20,93.2,2
2444,2,18,20,93.2,2
937,2,18,20,93.2,2
1712,2,18,20,93.2,2
2113,2,18,20,93.2,2
1001,2,18,20,93.2,2
2889,2,18,20,93.2,2
1472,2,18,20,93.2,2
2514,2,18,20,93.2,2
1814,2,18,20,93.2,2
798,2,18,20,93.2,2
1789,2,18,20,93.2,2
1056,2,18,20,93.2,2
1918,2,18,20,93.2,2
737,2,18,20,93.2,2
1884,2,18,20,93.2,2
825,2,18,20,93.2,2
158,2,18,20,93.2,2
180,2,18,20,93.2,2
2101,2,19,21,93.2,2
3764,2,19,21,93.2,2
2242,2,19,21,93.2,2
3051,2,19,21,93.2,2
1697,2,19,21,93.2,2
2270,2,19,21,93.2,2
1314,2,19,21,93.2,2
3038,2,19,21,93.2,2
1362,2,19,21,93.2,2
1810,2,19,21,93.2,2
1462,2,19,21,93.2,2
1449,2,19,21,93.2,2
1774,2,19,21,93.2,2
710,2,19,21,93.2,2
2326,2,19,21,93.2,2
555,2,19,21,93.2,2
1747,2,19,21,93.2,2
1161,2,19,21,93.2,2
2061,2,19,21,93.2,2
457,2,19,21,93.2,2
1807,2,19,21,93.2,2
3413,2,20,22,93.2,2
4082,2,20,22,93.2,2
1620,2,20,22,93.2,2
3156,2,20,22,93.2,2
3100,2,20,22,93.2,2
1700,2,20,22,93.2,2
3789,2,20,22,93.2,2
2303,2,20,22,93.2,2
2972,2,20,22,93.2,2
4757,2,20,22,93.2,2
4162,2,20,22,93.2,2
1187,2,20,22,93.2,2
3283,2,20,22,93.2,2
2752,2,20,22,93.2,2
3271,2,20,22,93.2,2
3202,2,20,22,93.2,2
1749,2,20,22,93.2,2
2687,2,20,22,93.2,2
2412,2,20,22,93.2,2
990,2,20,22,93.2,2
2525,2,20,22,93.2,2
1232,2,20,22,93.2,2
3188,2,20,22,93.2,2
1504,2,20,22,93.2,2
2038,2,20,22,93.2,2
2183,2,20,22,93.2,2
415,2,20,22,93.2,2
703,2,20,22,93.2,2
881,3,20,23,93.2,3
2271,2,21,23,93.2,2
3774,2,21,23,93.2,2
3065,2,21,23,93.2,2
3294,2,21,23,93.2,2
1806,2,21,23,93.2,2
2769,2,21,23,93.2,2
1799,2,21,23,93.2,2
3135,2,21,23,93.2,2
1519,2,21,23,93.2,2
1885,2,21,23,93.2,2
1903,2,21,23,93.2,2
2782,2,21,23,93.2,2
1798,2,21,23,93.2,2
883,2,21,23,93.2,2
2947,2,21,23,93.2,2
783,2,21,23,93.2,2
2376,2,21,23,93.2,2
1331,2,21,23,93.2,2
2130,2,21,23,93.2,2
1784,2,21,23,93.2,2
2767,2,21,23,93.2,2
3519,2,22,24,93.2,2
4269,2,22,24,93.2,2
2108,2,22,24,93.2,2
3342,2,22,24,93.2,2
3189,2,22,24,93.2,2
1965,2,22,24,93.2,2
4154,2,22,24,93.2,2
2429,2,22,24,93.2,2
4441,2,22,24,93.2,2
4888,2,22,24,93.2,2
4191,2,22,24,93.2,2
1589,2,22,24,93.2,2
3398,2,22,24,93.2,2
3324,2,22,24,93.2,2
3378,2,22,24,93.2,2
3510,2,22,24,93.2,2
1952,2,22,24,93.2,2
2733,2,22,24,93.2,2
2461,2,22,24,93.2,2
1217,2,22,24,93.2,2
3523,2,22,24,93.2,2
2351,2,22,24,93.2,2
3446,2,22,24,93.2,2
2085,2,22,24,93.2,2
2434,2,22,24,93.2,2
2636,2,22,24,93.2,2
669,2,22,24,93.2,2
972,2,22,24,93.2,2
2844,2,23,25,93.2,2
3919,2,23,25,93.2,2
4078,2,23,25,93.2,2
3486,2,23,25,93.2,2
1869,2,23,25,93.2,2
2988,2,23,25,93.2,2
2173,2,23,25,93.2,2
3594,2,23,25,93.2,2
1618,2,23,25,93.2,2
2172,2,23,25,93.2,2
1997,2,23,25,93.2,2
2927,2,23,25,93.2,2
1836,2,23,25,93.2,2
1316,2,23,25,93.2,2
3421,2,23,25,93.2,2
1237,2,23,25,93.2,2
4691,2,23,25,93.2,2
1846,2,23,25,93.2,2
2273,2,23,25,93.2,2
2472,2,23,25,93.2,2
3406,2,23,25,93.2,2
1282,3,23,26,93.2,3
3655,2,24,26,93.2,2
2419,2,24,26,93.2,2
4184,2,24,26,93.2,2
3730,2,24,26,93.2,2
2962,2,24,26,93.2,2
4628,2,24,26,93.2,2
2821,2,24,26,93.2,2
4521,2,24,26,93.2,2
4946,2,24,26,93.2,2
4685,2,24,26,93.2,2
2405,2,24,26,93.3,2
3550,2,24,26,93.2,2
3557,2,24,26,93.2,2
3750,2,24,26,93.2,2
3969,2,24,26,93.2,2
2362,2,24,26,93.2,2
4085,2,24,26,93.2,2
2783,2,24,26,93.2,2
1283,2,24,26,93.2,2
3805,2,24,26,93.2,2
3454,2,24,26,93.2,2
3816,2,24,26,93.2,2
2229,2,24,26,93.2,2
3131,2,24,26,93.2,2
2840,2,24,26,93.2,2
2021,2,24,26,93.2,2
1182,2,24,26,93.2,2
879,3,24,27,93.2,3
4103,2,25,27,93.2,2
4096,2,25,27,93.2,2
4658,2,25,27,93.2,2
